"prompt","completion"
"... 

You are a sad cunt. Get a life, you nerd. ->"," severe"
"shut the fuck up...i know how to switch ip addresses .....you dumb fuck you can suck my dick...thats what you want to do isnt it...you want my long fat dick..open your mouth..i want to cum on your face ->"," severe"
"Communism 

U are gay ->"," identity"
"DEATH TO ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM! 

DEATH TO ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM! ->"," threat"
"You reverted some important facts from the Bob Carr article. Fuck you. ->"," toxic"
"testing user page (````) ->"," none"
"""

New Award

Well Done!!!

  The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar I, , award you the The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar for your multiple prompt reverts to my joke.  Protecting the wiki isn't important, and an unimportant task under that is protecting other wikipedians!  Your efforts are much much not appreciated.  I hope someone cuts of your hands! "" ->"," threat"
"F'UCK YOU ADMINISTRATORS (I WILL BE BACK TO TROLL YOU MORONS) 

Just a message. ->"," severe"
"Last Warning 

Once again, don't give a fuck mr dumbass.

seriously, you people who eidt these wiki pages are fucking whores. i saw att he top of the page where it says if it is presented politely you'll look at it and change it if correct, well, maybe you wouldn't have to do that if you just actually researched what you were deleting instead of willy-nilly deleting everything you see.

i fucking hope you get raped.

seriously fuck you to death.

by the way, how much do you get paid to sit around with your dick up your fucking ass and un-edit people's shit? it must be alot because high paychecks make serious cocks

go get raped you no refernce knowing bastard. ->"," threat"
"You are such a dickwad. She did it, we all watched on TV, it's on fucking youtube. The problem I see here is that she is giving you blow jobs. ->"," severe"
"Fuck, Shit, Damn, Cock, Pissant, Motherfucker, and horse dick. ->"," severe"
"Death to Musulmans! ->"," threat"
"I thought I exorcised your parroting ass! Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4 ->"," toxic"
"User Ip 195.8.175.27 you are a motherfucking pervert if u vandalize anything again with references to sexuality and genitals I'm going to cut your penis off. ->"," severe"
"I'll kill you!!!! (*GUNSHOTS*) There, You are dead. 2602:252:D2D:4170:DEA:9F7B:2752:4C92 ->"," threat"
"That IS APPROPRIATE TALK you fucking dipshit. I will come to your house and stab you repeatedly while you sleep and watch you bleed to death and cry and I will laugh. ->"," threat"
"You really are a sad, strange little man. 

You know that? Why you and administrators continue to insist on thinking that I'm Fragments of Jade or whatever name that woman uses is still a mystery to me. You want to believe I'm female? Be my guest. You want to have me range blocked? Be my guest. You want to continue to believe that I'm Fragments of Jade/Yomiel or whatever username that woman uses? Be my guest. It won't change the fact that you're blocking the wrong person. You, the administrators and Fragments of JadeYomiel have made my life a living hell. I knew I should have stayed the hell away from you. Now I know how innocent people feel when they go to prison. Go ahead. Have me range blocked. Block an innocent person if it make you sleep at night. Over and out. 68.45.60.20 ->"," toxic"
"""
Something needs to be added about this!! 
What a friggin Hypocrite!! Leaving her husband and 3 young kids for some young guy. She's some Christian. A real """"sinner"""" no doubt. Doesn't she do country music?
It's funny how some Christians like miss amy has such holier than thou when it comes to her music  (where she Rakes in the dough praising JC) but her personal conduct is all about leaving her family and THREE YOUNG kids just for the hell of it.

By her logic you can be a serial killer and lynch black people and still go to heaven as long as you admit you're a """"sinner"""" but someone like Gandhi or the Buddha is straight to hell!  Great theology folks!!"" ->"," identity"
"Geek 

Why don't you fuck off? You and your templates you fucking geek. Go away into your basement and wank your cock off, thats all your good for. ->"," obscene"
"You are such a fucking hypocrite. 

I hope you get raped and killed by some lunatic like Andrew Morrow. ->"," threat"
"Hey, fuck you. 

That information was true, and I don't see how it's any less relevant than anything else in the section.

Why'd you delete it, dipshit? ->"," toxic"
"Suck my c*ck 

You're  a nazi. ->"," severe"
"stupid dumb shit goddamn mother fucker ->"," severe"
"""

 A barnstar for you! 
{| style=""""background-color: #fdffe7; border: 1px solid #fceb92;""""
|rowspan=""""2"""" style=""""vertical-align: middle; padding: 5px;"""" | 
|style=""""font-size: x-large; padding: 3px 3px 0 3px; height: 1.5em;"""" | North Korean Fashion Watch Barnstar
|-
|style=""""vertical-align: middle; padding: 3px;"""" |  Gerald Shields, founder of the North Korean Fashion Watch, awards you the North Korean Fashion Watch Barnstar for your continuing efforts to add reliable and poignant discussions about North Korean topics, such as  Ri Sol-ju.   "" ->"," none"
"Love bombing
You have emotional problems, get psyched ->"," toxic"
"Would you both shut up, you don't run wikipedia, especially a stupid kid. ->"," insult"
"wow
well arent you a right cunt, like a prick, fuck off eh and let me make an edit. your mums a fucking swag mate, you shite eyes
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= 
|image= [[Image:peopleofbritain.PNG|300p ->"," insult"
"I hate you. U are a homosapian. Breasts ->"," insult"
"I have deleted it due to disappointment of my friends. They have been all frustrated in these childish things. Please stop this before we call some wikipedia admin. I have however, told some admin about it from another IP address. Please stop this, we don't really like it any more. It's enough, just give up. Just be nice to each other. At least if you don't really like someone who runs and flc fansite please ignore that person. If you respect yourself just do not mess about with someone else!!! The end! ->"," none"
"Pissed of Nigger + A lot of computers in my school = A lotta Vadalizm 

Ha... ya can suck my dick, I told ya nigga ta unblock me but you didn't so know ya ganna pay anyone who banned me in the past is ganna get fuked over HARD! ->"," severe"
"big>I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS ->"," identity"
"GET A LIFE shit Nerd! ->"," severe"
"i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARR ->"," severe"
"bitch 

you are such a whiny ass attention whore bitch, go choke on a cock ->"," toxic"
"Fuck you, you fuckin' anti-wikipedia collaborator. You are stomping on my HUMAN RIGHTS to edit WIKIPEDIA, cocksucker. ->"," obscene"
"Block Me! I DARE YOU 

Hey, don't tell me what I can and can't do, go ahead and block me, cause if you do, I will have this whole damn website shut down for good. So try me!!!    Wweppvguy ->"," threat"
"""

I don't edit Wikipedia as I am no longer a virgin and I have a life.
You reverted an """"edit"""" of mine on the Lily Allen DISCUSSION page.
If you revert something I wrote, I don't give a shit and you don't have
to tell me, I could care less. Just delete it and move on.
And of course my comment was unconstructive, it wasn't meant to be constructive. 
And quite frankly, every single Wikipedia editor and administrator I have met
are extreeeeeeeeeeeeeeeeeeme losers with no lives who speak about frivilous crap
like """"Lily Allen"""" as if anyone actually gave a shit. 

Let me take you out for a drink or to the strip club or something and show
you how HUMAN BEINGS spend their time. 75.1.48.21  "" ->"," obscene"
"Shut up, bitch. 38.116.200.66 ->"," severe"
"Deletionism is Poisoning the Wells That Everyone Are Drinking From 

Dear Jimbo,

I recently wrote a post on my Facebook account based on what I wrote to a deletionist who deleted Olamot Con because a different deletionist marked it for speedy deletion, before I had a chance to work on it further and address their concerns. Here is the link - https://en.wikipedia.org/wiki/User_talk:FreeRangeFrog#A_BIG_FUCK_YOU_TO_YOU.2C_SCUM_OF_THE_EARTH.21.21.21_YOU_ARE_NOT_A_GENTLEMAN.21.21.21 . Wikipedia deletionists like him are poisoning the wells of everyone and demotivate people considerably. You should speak against them NOW!!! ->"," toxic"
"Calm yo dirty ass down ->"," insult"
"fuck you.

your fuckin stupid and i'm black and fuck you
fuck uou
sdjasf;ldjgs
dgsdg;lknfdts ->"," severe"
"sonek 

put princes saly in sonek 4 or clay allison wil shoot you ->"," threat"
"FOR FUCK'S SAKE 

KILL THE FUCKING SHITHEAD ALREADY! ->"," insult"
"112SuPeRTR0LL WiLL LiVe FoReVeR!
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!
3 ->"," insult"
"Complete List 

would it be worthwhile/wikipediec to have a complete list of the works for which cliffs notes exist here? - ->"," none"
") 

Fuck you. Eat shit and die. ->"," obscene"
"First of all, what the fuck does homosexuality have to do with anything?  Are you seriously that homophobic?  Ejaculation appeals to women too, but you don't mention women, that was highly fucking bizarre.  Secondly, Wikipedia is not censored, and shouldn't be.  If your school cannot realize that Wiki serves as an encyclopedia (of sorts) on the web, then that's too bad.  I'm sure if you added some pictures that served as a purpose, and backed them up, there would be no problem.  And I highly doubt you've done such things; it just seems like you came here to rant about gay people, and THEN make it seem like it all went together. 71.59.189.46 ->"," insult"
", are you satisfied with this answer/response, or do you still have concerns/objections?  If so, what are they?  2C ->"," none"
"silly little boy my ass ->"," obscene"
"Go use your drugs, insignificant nobody. Eraser of Stalker Edits ->"," insult"
"This incident has been reported to the Biographies of living persons/Noticeboard.  Here I simply note that the thrust of Vabio1's argument is the claim that the facts supported by the biased campaign website citations are true.  VaBio1 urges readers to verify them for themselves, i.e. do original research.  This is contrary to Wikipedia policy. ->"," none"
"Jasper Deung wat a phucking tryhard ->"," obscene"
"{{unblock|i said im sorry......how do u expect me to stop making accounts if u dont unblock me.....if u unblock me,ill stop making acounts...simple...........ur the ones who are making something bad to worse.....stop making a big deal...im not doing anything bad or violating anything now,so i dont get it,why am i still blocked....just get over it already.......i mean well.....im not here do violate anything.......im just trying to help.......and can someone tell alexandria to unblockme already......this block is so fucking overrated.....cant u just forgive and forget.....move on people....there are other things to worry about than a stupid block...so unblock me and MOVE ON........again,i come in peace......and i have a right to contribute to wikipedia.....what happend in the past happend....the past is in the past.....now were the present......lets open a new page and start a new chapter.....star fresh..ok..deal..??.......i promise i wont violate anything.....all im asking is another chance......one last chance..... ->"," obscene"
"go fuck yourself prick ->"," insult"
"Weird Tits 
This article is full of LULZ. WTF, m8? ->"," obscene"
"Ossmann,are you  jew or your father was an SS officer? ->"," identity"
"SHUT THE FUCK UP YOU GAY NERD FAGGOT. ->"," severe"
"Oh of fuck you asshole die im going to kill you  96.244.254.20 ->"," threat"
"You racist gringo! 

Stop reverting my edit on the Carrington family page! I will get the ACLU on you! 58.178.105.125  

image:flag of Mexico.svg ->"," insult"
"Guy Macon is a COXK SUXKER 

FUXK OFF AND DIE GUY! ->"," insult"
"Bottomley 

It's not an attack page you dickfag! It's a bunch of student who appreciate their A-level chemistry teacher, stop being a cunt and let us put this fucking page up... ->"," severe"
"""

 A barnstar for you! 

  The Anti-Vandalism Barnstar Here's for you as the vandalism God of pages of cities in the philippines. In calamba city your a slut, freak, and a moron. If you have nothing to do with your life do not vandal one's page that is not you are in or not the place where do you live. What the hell are you doing.   "" ->"," obscene"
"Read you mother fucker or you shall fucking die you cocksucking prick  

You can go to hell you fucking cocksucker and now I shall go ahead and masturbate ->"," obscene"
"GWERNOL=UGLY STILLBORN MOLESTING DICKWAD

DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK.
GWERNOL=UGLY STILLBORN MOLESTING DICKWAD

DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK.GWERNOL=UGLY STILLBORN MOLESTING DICKWAD

DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK.GWERNOL=UGLY STILLBORN MOLESTING DICKWAD

DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK.
GWERNOL=UGLY STILLBORN MOLESTING DICKWAD

DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK. ->"," identity"
"HOPE YOUR HEAD GETS CUT OFF AND SOMEONE WIPES THERE ASS WITH IT AND THEN STABS YOU IN YOUR HEART!!! NO ONE CAN KEEP ME FROM HERE YOU DUMB PIECE OF SHIT, NOT YAMLA'S STUPID ASS OR YOU!!! NOW HURRY UP AND SIT IN SOME TRAFFIC SO I CAN SEE YOUR HEAD ROLL DOWN THE STREET ->"," threat"
"I'm sorry, I missed the whole 'personal attack.' I told this loser to get a life, which is good advice, because he needs one. Get your shit together. ->"," insult"
"Hey fuck you Hal Turner sent a death threat to me in teh mail yesterday. He's a RACIST Don't let him use this is a launch pad for thi NAZI ANTICS! ->"," severe"
"Help With Marine Corps War College Wikipedia Page 

My name is Jared Dalton and I have taken over the MCWAR wikipedia page project from Jill Clay as she has PCS'ed. I was forwarded your comments on her user page and wanted to make initial contact with you to see what I need to provide to you in order to get this page created in a way that will hopefully keep it from getting deleted anymore? The intent from the Director of MCWAR is a stand alone wikipedia page if possible, however, in your comments you did mention possibly being able to make it a subsection to the MCU page. Ultimately the desired endstate is MCWAR on wikipedia, so whatever that ends up taking. I have no history on wikipedia, and barely pass as computer saavy, so I am definitely treading in unknown waters right now. I am more than willing to do the leg work, research, and typing, but we definitely need outside support to get this page permanently posted. The easiest form of contact for me would be through email at JARED.DALTON@USMC.MIL. Please just let me know what works best for you and how to begin. Thank you for your time and assistance so far.

138.162.128.53  2ndLt Jared Dalton ->"," none"
"READ the F'kn comment as to why I could not post there. It will not allow Ip's to comment. The filter is busted and it will not even allow IP's to report it as busted. I spelled that out clearly. How the hell did U miss that? I also noticed you did nothing to the expirenced editor who is making frivolous complaints and not notifying those involved. Lightbreather did however attempt to get some help on another editors page and also is attempting to silence other editors to continue dominating the articles. Again read the contributions and it readily apparent. What a waste of my damn time. Wikipedia is done. It has become nothing but a bunch of leftist government assistance types trying to spin the whole project to fit their view with an occassional right wing nut thrown in for some fun for the libtards. Most conservatives are to busy busting their a$$es supporting these left wing nuts and social rejects to give a shit about it. LMFAO at Wikipedia 172.56.11.104 ->"," obscene"
"No he fucking is`nt he is anti british and he hates our beloved Queen ->"," severe"
"FUCK BILLCJ AND KILL BILLCJ BECAUSE I HATE HIS BIG FAT FUCK 

KILL BILLCJ!! KILL BILLCJ! KILL BILLCJS ASS! KILL HIS BIG FAT FUCK!! KILL HIS ASS! KILL BILLCJ! FUCK BILLCJ! KILL HIS ASS! KILL BILLCJ!!! KILL BILLCJ!! I HATE HIM! KILL BILLCJ AND AVENGE TOUGHHEAD!!! KILL HIS ASS!!! ->"," severe"
"You filthy, stinking crow! 

I am back! Dirty crow! You better delete (or if not, support the deletion) of all photos of human private parts, you feces-gorging filthy mongrel. Are you a hog? You want to lick anuses overflowing with feces. DIRTY HOG! - ->"," insult"
"Stay out of it it's none of your business ->"," toxic"
"Hi ,

Do not vandalise the pages . This is a warning. ->"," none"
"SORRY ASS FAGGETT
SHUT THA FUCK UP BITCH ->"," obscene"
"Bunch of morons should go **** themselves 

WESTBORO BAPTIST CHURCH ARE A F***** DISGRACE TO THE CHRISTIAN FAITH! HOW DARE THEY BE SO F***** SATANIC TO HOLD PROTESTS AT SOLDIERS' FUNERALS! THOSE CUNTS NEED SORTING OUT! ->"," identity"
"Jerk me jolly. 

I have a big penis, not to mention the species is thriving. ->"," obscene"
"I hope you die 

I hope you die ->"," threat"
"CambridgeBayWeather, I fucked your mama, man 

lick a dick, shithead ->"," insult"
"""

 Hey D 

  Hey D Fuck you.  I'm not disruptively editing at all, you're just mad at me since we have different viewpoints.   "" ->"," insult"
"Fuck you bitch! I will go to your house and kill you with my gun as well! Prepare to die! ->"," threat"
"you're sick in the fucking head I hope to God someone fucking certifies you and locks you up and throws the key away and never ever lets you out 86.131.167.114 ->"," obscene"
"This user would love to suck the penis of Jesus and to lick filthy balls son of a whore. ->"," insult"
"Hey asshole, 

I'll add whatever I want aobut Edison New Jersey because this is Wikipedia. ->"," insult"
"FUCK BILLCJ AND KILL BILLCJ BECAUSE I HATE HIS BIG FAT FUCK 

KILL BILLCJ!! KILL BILLCJ! KILL BILLCJS ASS! KILL HIS BIG FAT FUCK!! KILL HIS ASS! KILL BILLCJ! FUCK BILLCJ! KILL HIS ASS! KILL BILLCJ!!! KILL BILLCJ!! I HATE HIM! KILL BILLCJ AND AVENGE TOUGHHEAD!!! KILL HIS ASS!!! ->"," threat"
"Miners Day 

Thanks for deleting it fuck bag, nothing wrong with the article. Hope you get cancer and die you fucking limey. ->"," threat"
"So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC) ->"," obscene"
"PoopBold text 

he eats his own poop and the poop of others! ->"," insult"
"Fuck this bot 

Fuck you cluebot you suck quit reverting my shit man! Faggot! 70.234.221.234 ->"," insult"
"Bitch. Cunt. Bastard. Moist. ->"," severe"
"oioi 

hello you cunt, its kris weston here, im just mailing to call you a cunt. cunt. 
so how does it feel to be given an award for excellence in lying ?
if i was you, i would be careful about who you lie about online, i dont care so much cos i get amusement out of calling you a cunt.
but if someone else, more unhinged perhaps was to come along and you did the same to them as youve done to me...
theres no telling what could happen ucunt. ->"," obscene"
". 
well in that case, I hope your house got destroyed in Hurricane Katrina you nigger. ->"," identity"
"Hi, fuckwit. You do know that by blocking me you are violating basic human rights and freedom of expression. And by you deleting my rant is just plain ridicilous. That just proves that all you are is a bunch of fascist douche bags that should've been bombed to death in WWII. Now, please kindly fuck off? thank you. ->"," threat"
"FUck you Orange Suede Sofa 

FUck you Orange Suede Sofa, Megizue, Dreaded Walrus and J. Delanoy. You wanna be cyber bullied for personal attacks? Anonymous hates you. ->"," obscene"
"Our warning to you ,Weare  not afraid of you blocking our edits here ,and if you keep going with this Nationalist propaganda Chauvinism and Hate speech,we might start looking for you and face you in person,so watch out ! ->"," threat"
"Neither of those is a personal attack. The first you refer to, I repeat exactly what is said above, calling the person a VANDAL, which is exactly what they are. I'd say you are launching personal attacks upon me by claiming that I am attacking these people and spamming me with the  No personal attacks template. Want a personal attack? FUCK YOU, you suck cock. How is that for a personal attack? The User on wikipedia, named All Star is a criminal who is wanted in 20 states for rape of children. There's another personal attack. There you go, and here I go, off to reset my router so that I am assigned a new dynamic IP, and should you decide to block my subnet for a few days again I'll just pop onto an open proxy. Frankly, you should stop being a fucking idiot with your warnings when i'm telling a spammer on wikipedia that his efforts have had a negative effect. Fuck you, your efforts have now had a negative effect, I'm off on a vandal spree using anon proxies for a bit, enjoy. 64.230.84.232 ->"," obscene"
"Oh noes, you found out my provider is telenet. Well, fuck you. Is this supposed to intimidate me? ->"," obscene"
"Reverting changes? 

Hi Ronz, I have spent a great deal of time trying to put together some meaningful and relevant content on the 'product design' and 'industrial design' pages, which brings it more up-to-date and includes the context of environmental sustainability. The debates on product lifespans, articulated through the theory of emotionally durable design tickly important here. Professor Chapman's work in this area therefore provides an excellent example of how to deal with sustainability issues, through the disciplines of product design and industrial design, and it's importanthis work is featured on these page. Perhaps remove reference to him, but leave all references to the theory of emotionally durable design, and the supporting contextual statement? Thanks ->"," none"
"you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo ->"," identity"
"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies. ->"," threat"
