"prompt","completion"
"suck my dick irish guy you faggot ->"," identity"
"now

you fucking pathetic moron. 

cc:  Jimbo Wales

rootmyass ->"," severe"
"Fuck you Orange Suede Sof 

Fuck you Orange Suede Sofa, ClueBot, ClueBotNG, Megizue, Dreaded Walrus and J. Delanoy. You wanna be cyber bullied for personal attacks? Anonymous hates you. ->"," severe"
"My mom sucks nigger dick ->"," toxic"
"Banned means banned. 

Fuck you. I'm not a female. Get a fucking brain. ->"," insult"
"SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!! ->"," threat"
"Our warning to you ,Weare  not afraid of you blocking our edits here ,and if you keep going with this Nationalist propaganda Chauvinism and Hate speech,we might start looking for you and face you in person,so watch out ! ->"," threat"
"Uh oh, you called my bluff. I am intimidated by the number of images you possess (7000!). And though I am a painter and teacher, I am blissfully ignorant about most workings of the computer. I think that the best way to go would be to upload them to the commons, put captions on them, and place them under the proper headings (here I would also suggest you ask a more experienced art editor than I, someone like Wetman, Caravaggisti, Ewulp, or Celithimus, for their adviceyou will find their contributions throughout the histories of artists' entries... maybe they'll say I'm all wrong). The other option is to continue placing pictures in articles, but even when there are a lot of them, I actually hate deleting images once they are up, either because of my own reticence in undoing what others have done, or out of respect for the visual image. That being said, if there is any way I can help, I would be glad to. It is clear that you have a great collection of photos, and that you are very generous. Best regards, ->"," none"
"big>I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS ->"," identity"
"April 2012 (UTC)

 Boy, am I getting tired of this. Look, if I'm attacking you, I must be one hell of a lousy attacker. I haven't even touched your talk page. Not to mention that I've never been on a noticeboard for personal attacks either, despite you threatening to report me. So not only must I be lousy attacker, but you must be a lousy victim. You're practically begging me to attack you, and you never seem to tell anyone but me that you're being attacked. And for the record, the reason I haven't been banned yet may be because all your attempts to get me (or other users you disagree with) in any sort of trouble fail. Are you getting it yet? You're the one who's starting ridiculous arguments and making controversial edits, not me. If I were you, I would forget about this petty nonsense and go the fuck away instead of coming here and pestering me.   01:08, 18 ->"," toxic"
"Wikipedia can lick the fattest part of my dick fuck nigga  by caleb cronan ->"," identity"
"Beeblebrox, you f*cking prost!tute 

Beeblebrox, you blocked me. You spilled water over all the countless hours I spent editing Wikipedia, the tireless edits I made. My eyes and sleep became bad.

YOU F*CKING PROST!TUTE, ROT IN HELL !!! ->"," severe"
"why don't you suck my ass until your lips bleed? 

CONGRATS!  NOW YOU'VE LOST A GOOD ARTICLE AS WELL AS A READER!  I WILL NEVER COME BACK TO WIKISHIT AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ->"," insult"
"Nerd 
You are such a fucking nerd.  Take a look at yourself in the mirror. ->"," obscene"
", I hope your retarded kids get anal raped and murdered for having such a fag as a father. I'm gonna fuck your fat wife and trow her over the bridge. Consider yourself happy, another useful editor of Wikiepia retired. I see more users retired everyday. Don't even dare removing this you peace of shit, I do what ever the fuck I want with my talk page. Report all you want old cunt, I no longer give a fuck. And don't fucking leave a NPA warning template, just block me. That's what you do best. ->"," identity"
"SHUT UP ORANJBLUD. AND STOP TELLING PEOPLE WHAT TO DO. 86.41.248.159 ->"," toxic"
"you're a dick. feel free to delete my wikipedia account i dont care i can't believe you didnt even give me a chance to edit my article. you removed it literally 5 minutes after i originally posted it. dick move. suck it ->"," obscene"
"hey faggot 

you suck my HUGE DONG ->"," obscene"
"""

As for the arguements that abo should be included .. it already is. Wanker is used alot, but only as a common noun, and the usuage isn't unique. Same for the other words mentioned.

Though other commonwealth countries (such as new zealand) may use cunt in a similar fashion, Australians do seem to use it more. However, this arguement is irrelevent since many """"Australian"""" words such as """"mate, bloke"""" etc are used extensively in NZ, and the UK, though are still in the article.
R0m"" ->"," obscene"
"Go stuff yourself . islam is evil ->"," identity"
"THAKSIN IS A FXXCKING THIEF AND SHOULD BE SHOT ANF KILLED WITH ALL HIS FAMILY MEMBERS - ASS-HXXES ALL OF THEM! 

Bold textREAD HEADING ENOUGH SAID... ->"," insult"
"hey you dumb bitch if i cant spell saturn girl well then why does the link lead to her page so fuck you and i can improve it and i will allow others ot improve it so get a fuckign life instead of thinkign your doing somethign good when youve never done anythign good ok your spellign sucks just as bad as the next o you wouldnt waste so much time on micrsoft trying to fix your so its your fuckign fault instead of being a man and asign you say my spellign is as bad your your piece of shit gradnman so fuck you and ill fix it up forever ->"," insult"
"Die 

As that person said: ROT IN HELL YOU FUCKING LOSER!!! ->"," threat"
"Asshole kike why in the name of hly fuck did yu delete myt article you need to go ack to yur singagog and lvee ys normel folks alone m kay ->"," insult"
"FUCK YOU WHORES! I'LL ALWAYS COME BACK AGAIN AND AGAIN TO FUCK YOU BITCHES UP!! HAHAHAHA ->"," insult"
"your racist attitude is being ignored and your bias views over Malvinas is exposed by the way you manipulate the words to meet your needs, you are good but not good enought to win a discution in a intellectual manner, the only way you can overcome my wisdom is to have me removed as any british would do in face of greater chalenges. ->"," toxic"
"hey motherfucker hurry up! ->"," toxic"
"nigger 

fuck you faggot ->"," severe"
"Hope he dies 

Now this Atheist filth's wife has gone, he should follow soon and give us all a rest from him Paedophillic behaviour. ->"," threat"
"her is some info on the day that gose on in boulder creek school. first this school sucks the teachers ->"," toxic"
"Sand in your vagina?

If you have sand in your vagina, and it's bothering you, you may wish to douche rather than attacking other users and escalating fights, which you have clearly done.  If you'd backed off and taken the advice at WP:CIV and WP:NPA, you wouldn't have any problems.  You should be blocked for your offenses.  I may report you.  Yes, you're a fucking kid.  You're not an adult.  Why fight it?  Why not admit it?  I may be twice your age and know a hell of a lot more than you do, like how to resist snitching on people and minding your own business.  You're asking to be reprimanded, dumbass. ->"," obscene"
"Go fuck yourself you faggot - ->"," toxic"
"I am very tempted to show you a picture of my four headed penis... ->"," obscene"
"Napoleon Factor 

This movie is like Napoleon Dynamite The audience loves it, even though there's actually nothing to it but clichés which literally get the shit beat out of them (as do most things in this movie). 

To be fair, Napoleon Dynamite's bullettime scenes were only in how slow the characters thought. All of them, multiplied together, gets an IQ of less than 50.

Is this the new style? To have something suck so badly (saving special effects) that people can't help but love it? I am going to kill someone; this is the new blockbuster style.

And before anyone starts trying to find out where I live, so they can hunt me down, I will reinforce that crochety old man persona with these parting words:

Pfeh! Bah humbug! Hrmph!

Good day, sir.

...no, nonononononjesusfuckingchristno! Don't say anything. Think first this time.

I said good day, sir. ->"," threat"
"stinky message 

my bro fixed it fo me and i can spell so get it straight and how many edits do you have trying to block people and all. niiiiiiiiaaaaaaaaggaaaaaaaaaaaaaaaaaaa.and try to blok me now nnnnniiiiiiga and if you block me i am gona cusssssssse you out nigga and yo username is jd uk it should be jd gaaaaaaaaaaaaaaay cuz you like yamla and if you try to blok me my bro is gonna unblok me how you like them apples nnnnnnnnnnnnniiiiggggggggggggaaaaaaaaa.and if you take my celeb pictures of my page you betta sleep with one eye open cuz i am flying to the united kingdom nnnnnnnnigga and you betta leave me a message so i can curse you out more. ->"," identity"
"PENIS COCKWAD NIGGA NIGGA NYUGGGGAAA!!! NIGGER NIGGGGEEEERRRR!!! PENISFUCK ASSFUCK NIGGAFUCK NEGRO WHITEY CRACKER CHINK NAMER CRACKER! ->"," identity"
"you're a cunt
go die in a fire kthx <3 ->"," threat"
"hope you ROT IN HELL YOU MOTHER FUCKING IDIOT! PERISH IN THE FLAMING BOWELS OF HELL! I HOP THAT YOU DIE ALONE, AND SAD you FUCKER! I NEED YOU TO PERISH! END UR LIFE RIGHT NOW ->"," threat"
"old SUV image replaced 

yeah, i replaced the image because the previous image had poor graphics. ->"," none"
"LOWLIFE 
You sick b@stard! ->"," insult"
"Fuck you 

PENIS

PENIS

PENIS

JACKO WACKO

JACKO WACKO

JACKO WACKO ->"," severe"
"""

 Blondes 

First of all, all these rumors about blondes being """"thick"""" are actually true. There is a tiny cell in the blondes hair called Algiatarus. Algiatarus is a small bacteria that brakes down cells. though blondes might learn all of this smart knowlege, the Algiatarus brakes down the memory cells in the """"blondes"""" brain. A famous scientist named Richard Montel, discovered this. Though at first nooene believed his theory. it was only after he died that his """"brunette"""" daughter Anja Montel proved her fathers theory to the public. This was in the late 1890's (1894). but Richard Died 3 Years before his beloved daughter proved his theory.Please wait for further information on this subject as i will be updating it."" ->"," none"
"Block 
Oh shit I'm going to be blocked ->"," obscene"
"Erm... 

It appears I've been making myself misunderstood a bit too often. This wasn't really an improvement—Pseudomonas is very, very, very rarely associated with necrotizing fasciitis. I mean, there have been like a dozen cases reported in the literature if I recall correctly. What I meant by my comment over at WT:MED was that very dramatic cases such as this one are really not that uncommon—many people who develop necrotizing fasciitis, for instance, have equally dramatic and unfortunate disease courses. I did not mean to imply that necrotizing fasciitis is caused by Pseudomonas, and I'm sorry if my comment led to any confusion behind your edit.  (t·c) ->"," none"
"THAKSIN IS A FXXCKING THIEF AND SHOULD BE SHOT ANF KILLED WITH ALL HIS FAMILY MEMBERS - ASS-HXXES ALL OF THEM! 

Bold textREAD HEADING ENOUGH SAID... ->"," obscene"
"""

""""Bitch, suck my dick before I slap you with it."""""" ->"," severe"
"Suck my dick, fuckstick. ->"," toxic"
"Fuck you!216.102.76.214 ->"," obscene"
"i need to leave fisherQueen a message...WE'RE BACK!!!!!!!!!!!!!! well only on this page.. but soon we will be after you!!!!!!!!!!!! Just kidding...maybe...you will never know! THEY are after you and your lesbian friends!!!!!! And merope, you cant call that comment pearsonal offence because it says on her user page!!!!!!!!!!!!!!!!!!!!! ->"," identity"
"this guys a fuckin prick and if i ever come cross u in public i swear to god i will fuckin kill ur ass ->"," threat"
"are you a commie tho? ->"," toxic"
"You son of a bitch! You did it again, readers might wanna know this shit. How would you like it if I deleted things you submitted. No one else has a problem with this information, but you do. ->"," obscene"
"you fag 

WAAA WAAA I'M A HUGE GAY (says you) ->"," identity"
"Andrew Kwon 

FuCKING FAG ->"," identity"
"I propose a new draft and instead of comemnting on it you ignore it, jam back in your preferred version, and insist that consensus is needed to remove your preferred version instead of to insert it in the first place.  If anyone is filibustering here, pal, it is yourself.  You make editing Wikipedia into a frigging nightmare. ->"," toxic"
"how big is the ass of salafis 

i wonder as u r fanatical salafi how big is ur ass ,, when u go to blow urself in a terrorist attack . please take ur hatred with u to the hell with ur gay friend ibn laden ->"," identity"
"Some clarification 

I think you need to step away from Wikipedia for a little while. You appear to openly harrass other users and break the rules when it's to your liking. You do not seem to be able to accept the possibility of the ideas of others and all in all you are not a very good Wikipedia editor. I dislike you immensely and I believe others are following suit. Perhaps you should slow down a bit on your overzealous edits before something happens you will regret. ->"," none"
"eh fuck you i dont give a shit ->"," toxic"
"You are 

You are a pasty-faced fanny-bandit who gives handjobs for crack. You also love to take it up the ass from random guys on the weekend. ->"," obscene"
"""

 Smallman indeed... 

""""This is your only warning.
The next time you make a personal attack as you did at Smallman12q, you will be blocked for disruption. Comment on content, not on other contributors or people. Smallman12q (talk) """"

ppppppppppttttttttttthhhhhhhhhhhhhhhhhhhh!

Did I mention that MY. BALLS. ARE. HUGE. (Oh and you are a N00B!)

nipple"" ->"," toxic"
"You are involved in the cult of Wikipedia- this brings you into a feud with all right thinking people.  I am not insulting Gronowksi- he is stalking Murphy, he is 16 years old, his arguments do lack intelligence.  I do not have to be kind with an idiot.  The fact that I am STILL BORN doesn't mean anything.  I'd change it to Dickhead- it is just a handle and has no meaning - it was referring toe the fact that the cult has banned me virtually everyday since November and yet I am back again within a day.  Why?  Because I walk into a coffee shop and I have a new IP and new name.  IT IS NOT CIVILIZED TO BAN SOMEONE WHO IS STANDING UP TO A STALKER.  YOU banned me and did so glibly.  You didn't even warn me.  That gets you into the feud, on to the shit list and part of the problem.  Murphy is NOT a public figure- if you want to delete the article go ahead.  But if you want to keep it it is NOT going to be according to the standards of a 16 year old Canadian retard. You want to unban me and save me the trouble, we can move on.  Or not.  That's your call like the blib banning itself was. ->"," insult"
"Next time this happens i won't just report it, I'll eat your children. Rarghhhh! You can't fuck wit me bitch! I am the fuckin' heavyweight champion of the world! I'll eat your face! ->"," threat"
"Ayrshire Central Hospital 

Great work, thanks for improving Ayrshire Central Hospital and finding out it's the same as Irvine. ->"," none"
"get fucking lost i know you are sad but keep it to yourself ->"," insult"
"i will take good revenge on your bullshits  stupid uneducated Tletbrain 
I will blow the hell out of you Chinese stupid bullshit psychos ->"," threat"
"I like all of your icons and flashing lights that don't work. ->"," none"
"Jesus god you're fucking retarded 

what a pathetic piece of shit. ->"," severe"
"I'll be back whenever I want to.  and then I'll bang your mom. ->"," threat"
"Who is this stupid boy ? A kiwi, for sure. ->"," obscene"
""" 
It's interesting to note the same 1694 publication calls it """"Spitsberg"""", with a normal s. Again, you're wrong. Shut the fuck up.   "" ->"," obscene"
"Fucking niggers thanks for wasting my time here,I'll just go back to vandalizing this shithole ->"," obscene"
"Obtuse and pathalogical liar. ->"," toxic"
